datasetId,modelName,accuracy
41162,GBC,0.9212328767123288
41162,GBC,0.910958904109589
41162,GBC,0.9041095890410958
41162,GBC,0.9075342465753424
41162,GBC,0.8938356164383562
41162,GBC,0.8835616438356164
41162,GBC,0.8972602739726028
41162,GBC,0.8972602739726028
41162,GBC,0.8835616438356164
41162,GBC,0.869639794168096
