datasetId,modelName,accuracy
43439,GBC,0.8135593220338984
43439,GBC,0.7853107344632768
43439,GBC,0.7952488687782805
43439,GBC,0.7941176470588235
43439,GBC,0.8020361990950227
43439,GBC,0.7918552036199095
43439,GBC,0.7975113122171946
43439,GBC,0.7918552036199095
43439,GBC,0.7884615384615384
43439,GBC,0.8020361990950227
