datasetId,modelName,accuracy
1461,GBC,0.8950276243093923
1461,GBC,0.8784530386740331
1461,GBC,0.9419889502762431
1461,GBC,0.9088397790055248
1461,GBC,0.9171270718232044
1461,GBC,0.8839779005524862
1461,GBC,0.9005524861878453
1461,GBC,0.8919667590027701
1461,GBC,0.9058171745152355
1461,GBC,0.8836565096952909
