datasetId,modelName,accuracy
42395,GBC,0.904375
42395,GBC,0.895
42395,GBC,0.914375
42395,GBC,0.90625
42395,GBC,0.90125
42395,GBC,0.9025
42395,GBC,0.89875
42395,GBC,0.911875
42395,GBC,0.8975
42395,GBC,0.893125
