datasetId,modelName,accuracy
1590,GBC,0.8823529411764706
1590,GBC,0.8414322250639387
1590,GBC,0.8721227621483376
1590,GBC,0.8797953964194374
1590,GBC,0.8772378516624041
1590,GBC,0.8721227621483376
1590,GBC,0.8670076726342711
1590,GBC,0.8465473145780051
1590,GBC,0.8282051282051283
1590,GBC,0.8538461538461538
